start--------------------------------------------
packet_index ,49, sent_timestamp ,1689140609.2409613, received_timestamp,1689140609.3431792,received-send delay ,0.1022179126739502, and size ,90000,
packet_index ,50, sent_timestamp ,1689140609.3226748, received_timestamp,1689140609.430416,received-send delay ,0.1077413558959961, and size ,90000,
packet_index ,1, sent_timestamp ,1689140612.4136891, received_timestamp,1689140612.9235477,received-send delay ,0.5098586082458496, and size ,100000,
packet_index ,2, sent_timestamp ,1689140612.9033644, received_timestamp,1689140613.0213437,received-send delay ,0.11797928810119629, and size ,100000,
packet_index ,3, sent_timestamp ,1689140613.001089, received_timestamp,1689140613.120575,received-send delay ,0.11948585510253906, and size ,100000,
packet_index ,4, sent_timestamp ,1689140613.1004624, received_timestamp,1689140613.2654035,received-send delay ,0.16494107246398926, and size ,100000,
packet_index ,5, sent_timestamp ,1689140613.2451396, received_timestamp,1689140613.3562748,received-send delay ,0.11113524436950684, and size ,100000,
packet_index ,6, sent_timestamp ,1689140613.3359718, received_timestamp,1689140613.4597793,received-send delay ,0.12380743026733398, and size ,100000,
packet_index ,7, sent_timestamp ,1689140613.4394257, received_timestamp,1689140613.5697277,received-send delay ,0.13030195236206055, and size ,100000,
packet_index ,8, sent_timestamp ,1689140613.5494452, received_timestamp,1689140613.6931453,received-send delay ,0.14370012283325195, and size ,100000,
packet_index ,9, sent_timestamp ,1689140613.6728485, received_timestamp,1689140613.7891843,received-send delay ,0.11633586883544922, and size ,100000,
packet_index ,10, sent_timestamp ,1689140613.7688878, received_timestamp,1689140613.8869653,received-send delay ,0.11807751655578613, and size ,100000,
packet_index ,11, sent_timestamp ,1689140613.8666785, received_timestamp,1689140613.9919276,received-send delay ,0.12524914741516113, and size ,100000,
packet_index ,12, sent_timestamp ,1689140613.971646, received_timestamp,1689140614.0818033,received-send delay ,0.11015725135803223, and size ,100000,
packet_index ,13, sent_timestamp ,1689140614.061376, received_timestamp,1689140614.2009857,received-send delay ,0.13960957527160645, and size ,100000,
packet_index ,14, sent_timestamp ,1689140614.1807642, received_timestamp,1689140614.3331327,received-send delay ,0.15236854553222656, and size ,100000,
packet_index ,15, sent_timestamp ,1689140614.3128693, received_timestamp,1689140614.4983091,received-send delay ,0.1854398250579834, and size ,100000,
packet_index ,16, sent_timestamp ,1689140614.4780483, received_timestamp,1689140614.5998428,received-send delay ,0.12179446220397949, and size ,100000,
packet_index ,17, sent_timestamp ,1689140614.5794766, received_timestamp,1689140614.6956136,received-send delay ,0.11613702774047852, and size ,100000,
packet_index ,18, sent_timestamp ,1689140614.6752713, received_timestamp,1689140614.788469,received-send delay ,0.11319780349731445, and size ,100000,
packet_index ,19, sent_timestamp ,1689140614.768165, received_timestamp,1689140614.8737345,received-send delay ,0.10556936264038086, and size ,100000,
packet_index ,20, sent_timestamp ,1689140614.8534398, received_timestamp,1689140614.9548051,received-send delay ,0.10136532783508301, and size ,100000,
